Row (Condensed DOF),Column (Condensed DOF),K Value
193,191,-4.421250000000e+07
193,193,5.659200000000e+09
193,197,0.000000000000e+00
193,199,-2.829600000000e+09
193,203,4.421250000000e+07
194,188,-2.829600000000e+09
194,190,4.421250000000e+07
194,194,5.659200000000e+09
194,196,0.000000000000e+00
194,200,-2.829600000000e+09
194,202,-4.421250000000e+07
195,189,-6.756644160000e+04
195,195,1.351328832000e+05
195,201,-6.756644160000e+04
196,188,-4.421250000000e+07
196,190,-1.482427687500e+06
196,194,0.000000000000e+00
196,196,5.728136625000e+06
196,200,4.421250000000e+07
196,202,-1.482427687500e+06
197,187,4.421250000000e+07
197,191,-1.333845648750e+07
197,193,0.000000000000e+00
197,197,2.944019422500e+07
197,199,-4.421250000000e+07
197,203,-1.333845648750e+07
198,192,-8.803200000000e+09
198,198,1.760640000000e+10
198,204,-8.803200000000e+09
199,193,-2.829600000000e+09
199,197,-4.421250000000e+07
199,199,5.659200000000e+09
199,203,0.000000000000e+00
199,205,-2.829600000000e+09
199,209,4.421250000000e+07
200,194,-2.829600000000e+09
200,196,4.421250000000e+07
200,200,5.659200000000e+09
200,202,0.000000000000e+00
200,206,-2.829600000000e+09
200,208,-4.421250000000e+07
201,195,-6.756644160000e+04
201,201,1.351328832000e+05
201,207,-6.756644160000e+04
202,194,-4.421250000000e+07
202,196,-1.482427687500e+06
202,200,0.000000000000e+00
202,202,5.728136625000e+06
202,206,4.421250000000e+07
202,208,-1.482427687500e+06
203,193,4.421250000000e+07
203,197,-1.333845648750e+07
203,199,0.000000000000e+00
203,203,2.944019422500e+07
203,205,-4.421250000000e+07
203,209,-1.333845648750e+07
204,198,-8.803200000000e+09
204,204,1.760640000000e+10
204,210,-8.803200000000e+09
205,199,-2.829600000000e+09
205,203,-4.421250000000e+07
205,205,5.659200000000e+09
205,209,0.000000000000e+00
205,211,-2.829600000000e+09
205,215,4.421250000000e+07
206,200,-2.829600000000e+09
206,202,4.421250000000e+07
206,206,5.659200000000e+09
206,208,0.000000000000e+00
206,212,-2.829600000000e+09
206,214,-4.421250000000e+07
207,201,-6.756644160000e+04
207,207,1.351328832000e+05
207,213,-6.756644160000e+04
208,200,-4.421250000000e+07
208,202,-1.482427687500e+06
208,206,0.000000000000e+00
208,208,5.728136625000e+06
208,212,4.421250000000e+07
208,214,-1.482427687500e+06
209,199,4.421250000000e+07
209,203,-1.333845648750e+07
209,205,0.000000000000e+00
209,209,2.944019422500e+07
209,211,-4.421250000000e+07
209,215,-1.333845648750e+07
210,204,-8.803200000000e+09
210,210,1.760640000000e+10
210,216,-8.803200000000e+09
211,205,-2.829600000000e+09
211,209,-4.421250000000e+07
211,211,5.659200000000e+09
211,215,0.000000000000e+00
211,217,-2.829600000000e+09
211,221,4.421250000000e+07
212,206,-2.829600000000e+09
212,208,4.421250000000e+07
212,212,5.659200000000e+09
212,214,0.000000000000e+00
212,218,-2.829600000000e+09
212,220,-4.421250000000e+07
213,207,-6.756644160000e+04
213,213,1.351328832000e+05
213,219,-6.756644160000e+04
214,206,-4.421250000000e+07
214,208,-1.482427687500e+06
214,212,0.000000000000e+00
214,214,5.728136625000e+06
214,218,4.421250000000e+07
214,220,-1.482427687500e+06
215,205,4.421250000000e+07
215,209,-1.333845648750e+07
215,211,0.000000000000e+00
215,215,2.944019422500e+07
215,217,-4.421250000000e+07
215,221,-1.333845648750e+07
216,210,-8.803200000000e+09
216,216,1.760640000000e+10
216,222,-8.803200000000e+09
217,211,-2.829600000000e+09
217,215,-4.421250000000e+07
217,217,5.659200000000e+09
217,221,0.000000000000e+00
217,223,-2.829600000000e+09
217,227,4.421250000000e+07
218,212,-2.829600000000e+09
218,214,4.421250000000e+07
218,218,5.659200000000e+09
218,220,0.000000000000e+00
218,224,-2.829600000000e+09
218,226,-4.421250000000e+07
219,213,-6.756644160000e+04
219,219,1.351328832000e+05
219,225,-6.756644160000e+04
220,212,-4.421250000000e+07
220,214,-1.482427687500e+06
220,218,0.000000000000e+00
220,220,5.728136625000e+06
220,224,4.421250000000e+07
220,226,-1.482427687500e+06
221,211,4.421250000000e+07
221,215,-1.333845648750e+07
221,217,0.000000000000e+00
221,221,2.944019422500e+07
221,223,-4.421250000000e+07
221,227,-1.333845648750e+07
222,216,-8.803200000000e+09
222,222,1.760640000000e+10
222,228,-8.803200000000e+09
223,217,-2.829600000000e+09
223,221,-4.421250000000e+07
223,223,5.659200000000e+09
223,227,0.000000000000e+00
223,229,-2.829600000000e+09
223,233,4.421250000000e+07
224,218,-2.829600000000e+09
224,220,4.421250000000e+07
224,224,5.659200000000e+09
224,226,0.000000000000e+00
224,230,-2.829600000000e+09
224,232,-4.421250000000e+07
225,219,-6.756644160000e+04
225,225,1.351328832000e+05
225,231,-6.756644160000e+04
226,218,-4.421250000000e+07
226,220,-1.482427687500e+06
226,224,0.000000000000e+00
226,226,5.728136625000e+06
226,230,4.421250000000e+07
226,232,-1.482427687500e+06
227,217,4.421250000000e+07
227,221,-1.333845648750e+07
227,223,0.000000000000e+00
227,227,2.944019422500e+07
227,229,-4.421250000000e+07
227,233,-1.333845648750e+07
228,222,-8.803200000000e+09
228,228,1.760640000000e+10
228,234,-8.803200000000e+09
229,223,-2.829600000000e+09
229,227,-4.421250000000e+07
229,229,5.659200000000e+09
229,233,0.000000000000e+00
229,235,-2.829600000000e+09
229,239,4.421250000000e+07
230,224,-2.829600000000e+09
230,226,4.421250000000e+07
230,230,5.659200000000e+09
230,232,0.000000000000e+00
230,236,-2.829600000000e+09
230,238,-4.421250000000e+07
231,225,-6.756644160000e+04
231,231,1.351328832000e+05
231,237,-6.756644160000e+04
232,224,-4.421250000000e+07
232,226,-1.482427687500e+06
232,230,0.000000000000e+00
232,232,5.728136625000e+06
232,236,4.421250000000e+07
232,238,-1.482427687500e+06
233,223,4.421250000000e+07
233,227,-1.333845648750e+07
233,229,0.000000000000e+00
233,233,2.944019422500e+07
233,235,-4.421250000000e+07
233,239,-1.333845648750e+07
234,228,-8.803200000000e+09
234,234,1.760640000000e+10
234,240,-8.803200000000e+09
235,229,-2.829600000000e+09
235,233,-4.421250000000e+07
235,235,5.659200000000e+09
235,239,0.000000000000e+00
235,241,-2.829600000000e+09
235,245,4.421250000000e+07
236,230,-2.829600000000e+09
236,232,4.421250000000e+07
236,236,5.659200000000e+09
236,238,0.000000000000e+00
236,242,-2.829600000000e+09
236,244,-4.421250000000e+07
237,231,-6.756644160000e+04
237,237,1.351328832000e+05
237,243,-6.756644160000e+04
238,230,-4.421250000000e+07
238,232,-1.482427687500e+06
238,236,0.000000000000e+00
238,238,5.728136625000e+06
238,242,4.421250000000e+07
238,244,-1.482427687500e+06
239,229,4.421250000000e+07
239,233,-1.333845648750e+07
239,235,0.000000000000e+00
239,239,2.944019422500e+07
239,241,-4.421250000000e+07
239,245,-1.333845648750e+07
240,234,-8.803200000000e+09
240,240,1.760640000000e+10
240,246,-8.803200000000e+09
241,235,-2.829600000000e+09
241,239,-4.421250000000e+07
241,241,5.659200000000e+09
241,245,0.000000000000e+00
241,247,-2.829600000000e+09
241,251,4.421250000000e+07
242,236,-2.829600000000e+09
242,238,4.421250000000e+07
242,242,5.659200000000e+09
242,244,0.000000000000e+00
242,248,-2.829600000000e+09
242,250,-4.421250000000e+07
243,237,-6.756644160000e+04
243,243,1.351328832000e+05
243,249,-6.756644160000e+04
244,236,-4.421250000000e+07
244,238,-1.482427687500e+06
244,242,0.000000000000e+00
244,244,5.728136625000e+06
244,248,4.421250000000e+07
244,250,-1.482427687500e+06
245,235,4.421250000000e+07
245,239,-1.333845648750e+07
245,241,0.000000000000e+00
245,245,2.944019422500e+07
245,247,-4.421250000000e+07
245,251,-1.333845648750e+07
246,240,-8.803200000000e+09
246,246,1.760640000000e+10
246,252,-8.803200000000e+09
247,241,-2.829600000000e+09
247,245,-4.421250000000e+07
247,247,5.659200000000e+09
247,251,0.000000000000e+00
247,253,-2.829600000000e+09
247,257,4.421250000000e+07
248,242,-2.829600000000e+09
248,244,4.421250000000e+07
248,248,5.659200000000e+09
248,250,0.000000000000e+00
248,254,-2.829600000000e+09
248,256,-4.421250000000e+07
249,243,-6.756644160000e+04
249,249,1.351328832000e+05
249,255,-6.756644160000e+04
250,242,-4.421250000000e+07
250,244,-1.482427687500e+06
250,248,0.000000000000e+00
250,250,5.728136625000e+06
250,254,4.421250000000e+07
250,256,-1.482427687500e+06
251,241,4.421250000000e+07
251,245,-1.333845648750e+07
251,247,0.000000000000e+00
251,251,2.944019422500e+07
251,253,-4.421250000000e+07
251,257,-1.333845648750e+07
252,246,-8.803200000000e+09
252,252,1.760640000000e+10
252,258,-8.803200000000e+09
253,247,-2.829600000000e+09
253,251,-4.421250000000e+07
253,253,5.659200000000e+09
253,257,0.000000000000e+00
253,259,-2.829600000000e+09
253,263,4.421250000000e+07
254,248,-2.829600000000e+09
254,250,4.421250000000e+07
254,254,5.659200000000e+09
254,256,0.000000000000e+00
254,260,-2.829600000000e+09
254,262,-4.421250000000e+07
255,249,-6.756644160000e+04
255,255,1.351328832000e+05
255,261,-6.756644160000e+04
256,248,-4.421250000000e+07
256,250,-1.482427687500e+06
256,254,0.000000000000e+00
256,256,5.728136625000e+06
256,260,4.421250000000e+07
256,262,-1.482427687500e+06
257,247,4.421250000000e+07
257,251,-1.333845648750e+07
257,253,0.000000000000e+00
257,257,2.944019422500e+07
257,259,-4.421250000000e+07
257,263,-1.333845648750e+07
258,252,-8.803200000000e+09
258,258,1.760640000000e+10
258,264,-8.803200000000e+09
259,253,-2.829600000000e+09
259,257,-4.421250000000e+07
259,259,5.659200000000e+09
259,263,0.000000000000e+00
259,265,-2.829600000000e+09
259,269,4.421250000000e+07
260,254,-2.829600000000e+09
260,256,4.421250000000e+07
260,260,5.659200000000e+09
260,262,0.000000000000e+00
260,266,-2.829600000000e+09
260,268,-4.421250000000e+07
261,255,-6.756644160000e+04
261,261,1.351328832000e+05
261,267,-6.756644160000e+04
262,254,-4.421250000000e+07
262,256,-1.482427687500e+06
262,260,0.000000000000e+00
262,262,5.728136625000e+06
262,266,4.421250000000e+07
262,268,-1.482427687500e+06
263,253,4.421250000000e+07
263,257,-1.333845648750e+07
263,259,0.000000000000e+00
263,263,2.944019422500e+07
263,265,-4.421250000000e+07
263,269,-1.333845648750e+07
264,258,-8.803200000000e+09
264,264,1.760640000000e+10
264,270,-8.803200000000e+09
265,259,-2.829600000000e+09
265,263,-4.421250000000e+07
265,265,5.659200000000e+09
265,269,0.000000000000e+00
265,271,-2.829600000000e+09
265,275,4.421250000000e+07
266,260,-2.829600000000e+09
266,262,4.421250000000e+07
266,266,5.659200000000e+09
266,268,0.000000000000e+00
266,272,-2.829600000000e+09
266,274,-4.421250000000e+07
267,261,-6.756644160000e+04
267,267,1.351328832000e+05
267,273,-6.756644160000e+04
268,260,-4.421250000000e+07
268,262,-1.482427687500e+06
268,266,0.000000000000e+00
268,268,5.728136625000e+06
268,272,4.421250000000e+07
268,274,-1.482427687500e+06
269,259,4.421250000000e+07
269,263,-1.333845648750e+07
269,265,0.000000000000e+00
269,269,2.944019422500e+07
269,271,-4.421250000000e+07
269,275,-1.333845648750e+07
270,264,-8.803200000000e+09
270,270,1.760640000000e+10
270,276,-8.803200000000e+09
271,265,-2.829600000000e+09
271,269,-4.421250000000e+07
271,271,5.659200000000e+09
271,275,0.000000000000e+00
271,277,-2.829600000000e+09
271,281,4.421250000000e+07
272,266,-2.829600000000e+09
272,268,4.421250000000e+07
272,272,5.659200000000e+09
272,274,0.000000000000e+00
272,278,-2.829600000000e+09
272,280,-4.421250000000e+07
273,267,-6.756644160000e+04
273,273,1.351328832000e+05
273,279,-6.756644160000e+04
274,266,-4.421250000000e+07
274,268,-1.482427687500e+06
274,272,0.000000000000e+00
274,274,5.728136625000e+06
274,278,4.421250000000e+07
274,280,-1.482427687500e+06
275,265,4.421250000000e+07
275,269,-1.333845648750e+07
275,271,0.000000000000e+00
275,275,2.944019422500e+07
275,277,-4.421250000000e+07
275,281,-1.333845648750e+07
276,270,-8.803200000000e+09
276,276,1.760640000000e+10
276,282,-8.803200000000e+09
277,271,-2.829600000000e+09
277,275,-4.421250000000e+07
277,277,5.659200000000e+09
277,281,0.000000000000e+00
277,283,-2.829600000000e+09
277,287,4.421250000000e+07
278,272,-2.829600000000e+09
278,274,4.421250000000e+07
278,278,5.659200000000e+09
278,280,0.000000000000e+00
278,284,-2.829600000000e+09
278,286,-4.421250000000e+07
279,273,-6.756644160000e+04
279,279,1.351328832000e+05
279,285,-6.756644160000e+04
280,272,-4.421250000000e+07
280,274,-1.482427687500e+06
280,278,0.000000000000e+00
280,280,5.728136625000e+06
280,284,4.421250000000e+07
280,286,-1.482427687500e+06
281,271,4.421250000000e+07
281,275,-1.333845648750e+07
281,277,0.000000000000e+00
281,281,2.944019422500e+07
281,283,-4.421250000000e+07
281,287,-1.333845648750e+07
282,276,-8.803200000000e+09
282,282,1.760640000000e+10
282,288,-8.803200000000e+09
283,277,-2.829600000000e+09
283,281,-4.421250000000e+07
283,283,5.659200000000e+09
283,287,0.000000000000e+00
283,289,-2.829600000000e+09
283,293,4.421250000000e+07
284,278,-2.829600000000e+09
284,280,4.421250000000e+07
284,284,5.659200000000e+09
284,286,0.000000000000e+00
284,290,-2.829600000000e+09
284,292,-4.421250000000e+07
285,279,-6.756644160000e+04
285,285,1.351328832000e+05
285,291,-6.756644160000e+04
286,278,-4.421250000000e+07
286,280,-1.482427687500e+06
286,284,0.000000000000e+00
286,286,5.728136625000e+06
286,290,4.421250000000e+07
286,292,-1.482427687500e+06
287,277,4.421250000000e+07
287,281,-1.333845648750e+07
287,283,0.000000000000e+00
287,287,2.944019422500e+07
287,289,-4.421250000000e+07
287,293,-1.333845648750e+07
288,282,-8.803200000000e+09
288,288,1.760640000000e+10
288,294,-8.803200000000e+09
289,283,-2.829600000000e+09
289,287,-4.421250000000e+07
289,289,5.659200000000e+09
289,293,0.000000000000e+00
289,295,-2.829600000000e+09
289,299,4.421250000000e+07
290,284,-2.829600000000e+09
290,286,4.421250000000e+07
290,290,5.659200000000e+09
290,292,0.000000000000e+00
290,296,-2.829600000000e+09
290,298,-4.421250000000e+07
291,285,-6.756644160000e+04
291,291,1.351328832000e+05
291,297,-6.756644160000e+04
292,284,-4.421250000000e+07
292,286,-1.482427687500e+06
292,290,0.000000000000e+00
292,292,5.728136625000e+06
292,296,4.421250000000e+07
292,298,-1.482427687500e+06
293,283,4.421250000000e+07
293,287,-1.333845648750e+07
293,289,0.000000000000e+00
293,293,2.944019422500e+07
293,295,-4.421250000000e+07
293,299,-1.333845648750e+07
294,288,-8.803200000000e+09
294,294,1.760640000000e+10
294,300,-8.803200000000e+09
295,289,-2.829600000000e+09
295,293,-4.421250000000e+07
295,295,5.659200000000e+09
295,299,0.000000000000e+00
295,301,-2.829600000000e+09
295,305,4.421250000000e+07
296,290,-2.829600000000e+09
296,292,4.421250000000e+07
296,296,5.659200000000e+09
296,298,0.000000000000e+00
296,302,-2.829600000000e+09
296,304,-4.421250000000e+07
297,291,-6.756644160000e+04
297,297,1.351328832000e+05
297,303,-6.756644160000e+04
298,290,-4.421250000000e+07
298,292,-1.482427687500e+06
298,296,0.000000000000e+00
298,298,5.728136625000e+06
298,302,4.421250000000e+07
298,304,-1.482427687500e+06
299,289,4.421250000000e+07
299,293,-1.333845648750e+07
299,295,0.000000000000e+00
299,299,2.944019422500e+07
299,301,-4.421250000000e+07
299,305,-1.333845648750e+07
300,294,-8.803200000000e+09
300,300,1.760640000000e+10
300,306,-8.803200000000e+09
301,295,-2.829600000000e+09
301,299,-4.421250000000e+07
301,301,5.659200000000e+09
301,305,0.000000000000e+00
301,307,-2.829600000000e+09
301,311,4.421250000000e+07
302,296,-2.829600000000e+09
302,298,4.421250000000e+07
302,302,5.659200000000e+09
302,304,0.000000000000e+00
302,308,-2.829600000000e+09
302,310,-4.421250000000e+07
303,297,-6.756644160000e+04
303,303,1.351328832000e+05
303,309,-6.756644160000e+04
304,296,-4.421250000000e+07
304,298,-1.482427687500e+06
304,302,0.000000000000e+00
304,304,5.728136625000e+06
304,308,4.421250000000e+07
304,310,-1.482427687500e+06
305,295,4.421250000000e+07
305,299,-1.333845648750e+07
305,301,0.000000000000e+00
305,305,2.944019422500e+07
305,307,-4.421250000000e+07
305,311,-1.333845648750e+07
306,300,-8.803200000000e+09
306,306,1.760640000000e+10
306,312,-8.803200000000e+09
307,301,-2.829600000000e+09
307,305,-4.421250000000e+07
307,307,5.659200000000e+09
307,311,0.000000000000e+00
307,313,-2.829600000000e+09
307,317,4.421250000000e+07
308,302,-2.829600000000e+09
308,304,4.421250000000e+07
308,308,5.659200000000e+09
308,310,0.000000000000e+00
308,314,-2.829600000000e+09
308,316,-4.421250000000e+07
309,303,-6.756644160000e+04
309,309,1.351328832000e+05
309,315,-6.756644160000e+04
310,302,-4.421250000000e+07
310,304,-1.482427687500e+06
310,308,0.000000000000e+00
310,310,5.728136625000e+06
310,314,4.421250000000e+07
310,316,-1.482427687500e+06
311,301,4.421250000000e+07
311,305,-1.333845648750e+07
311,307,0.000000000000e+00
311,311,2.944019422500e+07
311,313,-4.421250000000e+07
311,317,-1.333845648750e+07
312,306,-8.803200000000e+09
312,312,1.760640000000e+10
312,318,-8.803200000000e+09
313,307,-2.829600000000e+09
313,311,-4.421250000000e+07
313,313,5.659200000000e+09
313,317,0.000000000000e+00
313,319,-2.829600000000e+09
313,323,4.421250000000e+07
314,308,-2.829600000000e+09
314,310,4.421250000000e+07
314,314,5.659200000000e+09
314,316,0.000000000000e+00
314,320,-2.829600000000e+09
314,322,-4.421250000000e+07
315,309,-6.756644160000e+04
315,315,1.351328832000e+05
315,321,-6.756644160000e+04
316,308,-4.421250000000e+07
316,310,-1.482427687500e+06
316,314,0.000000000000e+00
316,316,5.728136625000e+06
316,320,4.421250000000e+07
316,322,-1.482427687500e+06
317,307,4.421250000000e+07
317,311,-1.333845648750e+07
317,313,0.000000000000e+00
317,317,2.944019422500e+07
317,319,-4.421250000000e+07
317,323,-1.333845648750e+07
318,312,-8.803200000000e+09
318,318,1.760640000000e+10
318,324,-8.803200000000e+09
319,313,-2.829600000000e+09
319,317,-4.421250000000e+07
319,319,5.659200000000e+09
319,323,0.000000000000e+00
319,325,-2.829600000000e+09
319,329,4.421250000000e+07
320,314,-2.829600000000e+09
320,316,4.421250000000e+07
320,320,5.659200000000e+09
320,322,0.000000000000e+00
320,326,-2.829600000000e+09
320,328,-4.421250000000e+07
321,315,-6.756644160000e+04
321,321,1.351328832000e+05
321,327,-6.756644160000e+04
322,314,-4.421250000000e+07
322,316,-1.482427687500e+06
322,320,0.000000000000e+00
322,322,5.728136625000e+06
322,326,4.421250000000e+07
322,328,-1.482427687500e+06
323,313,4.421250000000e+07
323,317,-1.333845648750e+07
323,319,0.000000000000e+00
323,323,2.944019422500e+07
323,325,-4.421250000000e+07
323,329,-1.333845648750e+07
324,318,-8.803200000000e+09
324,324,1.760640000000e+10
324,330,-8.803200000000e+09
325,319,-2.829600000000e+09
325,323,-4.421250000000e+07
325,325,5.659200000000e+09
325,329,0.000000000000e+00
325,331,-2.829600000000e+09
325,335,4.421250000000e+07
326,320,-2.829600000000e+09
326,322,4.421250000000e+07
326,326,5.659200000000e+09
326,328,0.000000000000e+00
326,332,-2.829600000000e+09
326,334,-4.421250000000e+07
327,321,-6.756644160000e+04
327,327,1.351328832000e+05
327,333,-6.756644160000e+04
328,320,-4.421250000000e+07
328,322,-1.482427687500e+06
328,326,0.000000000000e+00
328,328,5.728136625000e+06
328,332,4.421250000000e+07
328,334,-1.482427687500e+06
329,319,4.421250000000e+07
329,323,-1.333845648750e+07
329,325,0.000000000000e+00
329,329,2.944019422500e+07
329,331,-4.421250000000e+07
329,335,-1.333845648750e+07
330,324,-8.803200000000e+09
330,330,1.760640000000e+10
330,336,-8.803200000000e+09
331,325,-2.829600000000e+09
331,329,-4.421250000000e+07
331,331,5.659200000000e+09
331,335,0.000000000000e+00
331,337,-2.829600000000e+09
331,341,4.421250000000e+07
332,326,-2.829600000000e+09
332,328,4.421250000000e+07
332,332,5.659200000000e+09
332,334,0.000000000000e+00
332,338,-2.829600000000e+09
332,340,-4.421250000000e+07
333,327,-6.756644160000e+04
333,333,1.351328832000e+05
333,339,-6.756644160000e+04
334,326,-4.421250000000e+07
334,328,-1.482427687500e+06
334,332,0.000000000000e+00
334,334,5.728136625000e+06
334,338,4.421250000000e+07
334,340,-1.482427687500e+06
335,325,4.421250000000e+07
335,329,-1.333845648750e+07
335,331,0.000000000000e+00
335,335,2.944019422500e+07
335,337,-4.421250000000e+07
335,341,-1.333845648750e+07
336,330,-8.803200000000e+09
336,336,1.760640000000e+10
336,342,-8.803200000000e+09
337,331,-2.829600000000e+09
337,335,-4.421250000000e+07
337,337,5.659200000000e+09
337,341,0.000000000000e+00
337,343,-2.829600000000e+09
337,347,4.421250000000e+07
338,332,-2.829600000000e+09
338,334,4.421250000000e+07
338,338,5.659200000000e+09
338,340,0.000000000000e+00
338,344,-2.829600000000e+09
338,346,-4.421250000000e+07
339,333,-6.756644160000e+04
339,339,1.351328832000e+05
339,345,-6.756644160000e+04
340,332,-4.421250000000e+07
340,334,-1.482427687500e+06
340,338,0.000000000000e+00
340,340,5.728136625000e+06
340,344,4.421250000000e+07
340,346,-1.482427687500e+06
341,331,4.421250000000e+07
341,335,-1.333845648750e+07
341,337,0.000000000000e+00
341,341,2.944019422500e+07
341,343,-4.421250000000e+07
341,347,-1.333845648750e+07
342,336,-8.803200000000e+09
342,342,1.760640000000e+10
342,348,-8.803200000000e+09
343,337,-2.829600000000e+09
343,341,-4.421250000000e+07
343,343,5.659200000000e+09
343,347,0.000000000000e+00
343,349,-2.829600000000e+09
343,353,4.421250000000e+07
344,338,-2.829600000000e+09
344,340,4.421250000000e+07
344,344,5.659200000000e+09
344,346,0.000000000000e+00
344,350,-2.829600000000e+09
344,352,-4.421250000000e+07
345,339,-6.756644160000e+04
345,345,1.351328832000e+05
345,351,-6.756644160000e+04
346,338,-4.421250000000e+07
346,340,-1.482427687500e+06
346,344,0.000000000000e+00
346,346,5.728136625000e+06
346,350,4.421250000000e+07
346,352,-1.482427687500e+06
347,337,4.421250000000e+07
347,341,-1.333845648750e+07
347,343,0.000000000000e+00
347,347,2.944019422500e+07
347,349,-4.421250000000e+07
347,353,-1.333845648750e+07
348,342,-8.803200000000e+09
348,348,1.760640000000e+10
348,354,-8.803200000000e+09
349,343,-2.829600000000e+09
349,347,-4.421250000000e+07
349,349,5.659200000000e+09
349,353,0.000000000000e+00
349,355,-2.829600000000e+09
349,359,4.421250000000e+07
350,344,-2.829600000000e+09
350,346,4.421250000000e+07
350,350,5.659200000000e+09
350,352,0.000000000000e+00
350,356,-2.829600000000e+09
350,358,-4.421250000000e+07
351,345,-6.756644160000e+04
351,351,1.351328832000e+05
351,357,-6.756644160000e+04
352,344,-4.421250000000e+07
352,346,-1.482427687500e+06
352,350,0.000000000000e+00
352,352,5.728136625000e+06
352,356,4.421250000000e+07
352,358,-1.482427687500e+06
353,343,4.421250000000e+07
353,347,-1.333845648750e+07
353,349,0.000000000000e+00
353,353,2.944019422500e+07
353,355,-4.421250000000e+07
353,359,-1.333845648750e+07
354,348,-8.803200000000e+09
354,354,1.760640000000e+10
354,360,-8.803200000000e+09
355,349,-2.829600000000e+09
355,353,-4.421250000000e+07
355,355,5.659200000000e+09
355,359,0.000000000000e+00
355,361,-2.829600000000e+09
355,365,4.421250000000e+07
356,350,-2.829600000000e+09
356,352,4.421250000000e+07
356,356,5.659200000000e+09
356,358,0.000000000000e+00
356,362,-2.829600000000e+09
356,364,-4.421250000000e+07
357,351,-6.756644160000e+04
357,357,1.351328832000e+05
357,363,-6.756644160000e+04
358,350,-4.421250000000e+07
358,352,-1.482427687500e+06
358,356,0.000000000000e+00
358,358,5.728136625000e+06
358,362,4.421250000000e+07
358,364,-1.482427687500e+06
359,349,4.421250000000e+07
359,353,-1.333845648750e+07
359,355,0.000000000000e+00
359,359,2.944019422500e+07
359,361,-4.421250000000e+07
359,365,-1.333845648750e+07
360,354,-8.803200000000e+09
360,360,1.760640000000e+10
360,366,-8.803200000000e+09
361,355,-2.829600000000e+09
361,359,-4.421250000000e+07
361,361,5.659200000000e+09
361,365,0.000000000000e+00
361,367,-2.829600000000e+09
361,371,4.421250000000e+07
362,356,-2.829600000000e+09
362,358,4.421250000000e+07
362,362,5.659200000000e+09
362,364,0.000000000000e+00
362,368,-2.829600000000e+09
362,370,-4.421250000000e+07
363,357,-6.756644160000e+04
363,363,1.351328832000e+05
363,369,-6.756644160000e+04
364,356,-4.421250000000e+07
364,358,-1.482427687500e+06
364,362,0.000000000000e+00
364,364,5.728136625000e+06
364,368,4.421250000000e+07
364,370,-1.482427687500e+06
365,355,4.421250000000e+07
365,359,-1.333845648750e+07
365,361,0.000000000000e+00
365,365,2.944019422500e+07
365,367,-4.421250000000e+07
365,371,-1.333845648750e+07
366,360,-8.803200000000e+09
366,366,1.760640000000e+10
366,372,-8.803200000000e+09
367,361,-2.829600000000e+09
367,365,-4.421250000000e+07
367,367,5.659200000000e+09
367,371,0.000000000000e+00
367,373,-2.829600000000e+09
367,377,4.421250000000e+07
368,362,-2.829600000000e+09
368,364,4.421250000000e+07
368,368,5.659200000000e+09
368,370,0.000000000000e+00
368,374,-2.829600000000e+09
368,376,-4.421250000000e+07
369,363,-6.756644160000e+04
369,369,1.351328832000e+05
369,375,-6.756644160000e+04
370,362,-4.421250000000e+07
370,364,-1.482427687500e+06
370,368,0.000000000000e+00
370,370,5.728136625000e+06
370,374,4.421250000000e+07
370,376,-1.482427687500e+06
371,361,4.421250000000e+07
371,365,-1.333845648750e+07
371,367,0.000000000000e+00
371,371,2.944019422500e+07
371,373,-4.421250000000e+07
371,377,-1.333845648750e+07
372,366,-8.803200000000e+09
372,372,1.760640000000e+10
372,378,-8.803200000000e+09
373,367,-2.829600000000e+09
373,371,-4.421250000000e+07
373,373,5.659200000000e+09
373,377,0.000000000000e+00
373,379,-2.829600000000e+09
373,383,4.421250000000e+07
374,368,-2.829600000000e+09
374,370,4.421250000000e+07
374,374,5.659200000000e+09
374,376,0.000000000000e+00
374,380,-2.829600000000e+09
374,382,-4.421250000000e+07
375,369,-6.756644160000e+04
375,375,1.351328832000e+05
375,381,-6.756644160000e+04
376,368,-4.421250000000e+07
376,370,-1.482427687500e+06
376,374,0.000000000000e+00
376,376,5.728136625000e+06
376,380,4.421250000000e+07
376,382,-1.482427687500e+06
377,367,4.421250000000e+07
377,371,-1.333845648750e+07
377,373,0.000000000000e+00
377,377,2.944019422500e+07
377,379,-4.421250000000e+07
377,383,-1.333845648750e+07
378,372,-8.803200000000e+09
378,378,8.803200000000e+09
379,373,-2.829600000000e+09
379,377,-4.421250000000e+07
379,379,2.829600000000e+09
379,383,-4.421250000000e+07
380,374,-2.829600000000e+09
380,376,4.421250000000e+07
380,380,2.829600000000e+09
380,382,4.421250000000e+07
381,375,-6.756644160000e+04
381,381,6.756644160000e+04
382,374,-4.421250000000e+07
382,376,-1.482427687500e+06
382,380,4.421250000000e+07
382,382,2.864068312500e+06
383,373,4.421250000000e+07
383,377,-1.333845648750e+07
383,379,-4.421250000000e+07
383,383,1.472009711250e+07
