total_dof,max_abs_U_global,norm_U_global,max_abs_R_global,norm_R_global,max_abs_R_residual,norm_R_residual,n_elements
54,2.292253e-03,5.171891e-03,1.000000e+03,1.414214e+03,1.000000e+03,1.414214e+03,8
