element_id,max_axial_force,max_shear_force,max_torque,max_moment,max_principal_s1,min_principal_s3,max_von_mises,mean_von_mises
0,0.000000e+00,2.174749e+04,0.000000e+00,5.442708e+02,2.174749e+04,-2.174749e+04,3.767169e+04,2.488507e+04
1,0.000000e+00,1.273429e+04,0.000000e+00,3.151042e+02,1.273429e+04,-1.273429e+04,2.205869e+04,1.448071e+04
2,0.000000e+00,5.489419e+03,0.000000e+00,1.328125e+02,5.489419e+03,-5.489419e+03,9.508880e+03,6.170415e+03
3,0.000000e+00,1.233420e+03,0.000000e+00,2.864583e+01,1.233420e+03,-1.233420e+03,2.136539e+03,1.358905e+03
