sigma1,sigma2,sigma3
1.392604515534e+04,-6.874999999999e+02,-1.392604515534e+04
4.999999999999e+02,-4.999999999999e+02,-6.874999999999e+02
1.292604515534e+04,-6.874999999999e+02,-1.292604515534e+04
