# Load Type: PARABOLIC
# Load Formula: q(x) = w * (x/L)^2
[Distributed load]
         [x]          [y]          [z]        [F_x]        [F_y]        [F_z]        [M_x]        [M_y]        [M_z]
    0.000000     0.000000     0.000000     0.000000  -0.000000     0.000000     0.000000     0.000000     0.000000
    0.080000     0.000000     0.000000     0.000000  -0.800000     0.000000     0.000000     0.000000     0.000000
    0.160000     0.000000     0.000000     0.000000  -3.200000     0.000000     0.000000     0.000000     0.000000
    0.240000     0.000000     0.000000     0.000000  -7.200000     0.000000     0.000000     0.000000     0.000000
    0.320000     0.000000     0.000000     0.000000  -12.800000     0.000000     0.000000     0.000000     0.000000
    0.400000     0.000000     0.000000     0.000000  -20.000000     0.000000     0.000000     0.000000     0.000000
    0.480000     0.000000     0.000000     0.000000  -28.800000     0.000000     0.000000     0.000000     0.000000
    0.560000     0.000000     0.000000     0.000000  -39.200000     0.000000     0.000000     0.000000     0.000000
    0.640000     0.000000     0.000000     0.000000  -51.200000     0.000000     0.000000     0.000000     0.000000
    0.720000     0.000000     0.000000     0.000000  -64.800000     0.000000     0.000000     0.000000     0.000000
    0.800000     0.000000     0.000000     0.000000  -80.000000     0.000000     0.000000     0.000000     0.000000
    0.880000     0.000000     0.000000     0.000000  -96.800000     0.000000     0.000000     0.000000     0.000000
    0.960000     0.000000     0.000000     0.000000  -115.200000     0.000000     0.000000     0.000000     0.000000
    1.040000     0.000000     0.000000     0.000000  -135.200000     0.000000     0.000000     0.000000     0.000000
    1.120000     0.000000     0.000000     0.000000  -156.800000     0.000000     0.000000     0.000000     0.000000
    1.200000     0.000000     0.000000     0.000000  -180.000000     0.000000     0.000000     0.000000     0.000000
    1.280000     0.000000     0.000000     0.000000  -204.800000     0.000000     0.000000     0.000000     0.000000
    1.360000     0.000000     0.000000     0.000000  -231.200000     0.000000     0.000000     0.000000     0.000000
    1.440000     0.000000     0.000000     0.000000  -259.200000     0.000000     0.000000     0.000000     0.000000
    1.520000     0.000000     0.000000     0.000000  -288.800000     0.000000     0.000000     0.000000     0.000000
    1.600000     0.000000     0.000000     0.000000  -320.000000     0.000000     0.000000     0.000000     0.000000
    1.680000     0.000000     0.000000     0.000000  -352.800000     0.000000     0.000000     0.000000     0.000000
    1.760000     0.000000     0.000000     0.000000  -387.200000     0.000000     0.000000     0.000000     0.000000
    1.840000     0.000000     0.000000     0.000000  -423.200000     0.000000     0.000000     0.000000     0.000000
    1.920000     0.000000     0.000000     0.000000  -460.800000     0.000000     0.000000     0.000000     0.000000
    2.000000     0.000000     0.000000     0.000000  -500.000000     0.000000     0.000000     0.000000     0.000000
