sigma1,sigma2,sigma3
0.000000000000e+00,0.000000000000e+00,-3.112864048108e+02
0.000000000000e+00,0.000000000000e+00,-3.034291584040e+02
0.000000000000e+00,0.000000000000e+00,-2.955719119972e+02
