sigma1,sigma2,sigma3
0.000000000000e+00,0.000000000000e+00,-6.411028727117e+02
0.000000000000e+00,0.000000000000e+00,-5.460937500000e+02
0.000000000000e+00,0.000000000000e+00,-4.510846272883e+02
