sigma1,sigma2,sigma3
0.000000000000e+00,0.000000000000e+00,-2.037539075164e+02
0.000000000000e+00,0.000000000000e+00,-1.983642578401e+02
0.000000000000e+00,0.000000000000e+00,-1.929746081643e+02
