total_dof,max_abs_U_global,norm_U_global,max_abs_R_global,norm_R_global,max_abs_R_residual,norm_R_residual,n_elements
390,1.323472e-03,7.851349e-03,5.000000e+02,6.009252e+02,5.000000e+02,6.009252e+02,64
