sigma1,sigma2,sigma3
1.545686197302e-06,0.000000000000e+00,0.000000000000e+00
2.513012815260e-06,0.000000000000e+00,0.000000000000e+00
3.480373657005e-06,0.000000000000e+00,0.000000000000e+00
