sigma1,sigma2,sigma3
0.000000000000e+00,0.000000000000e+00,-3.401021448627e+00
0.000000000000e+00,0.000000000000e+00,-1.916503906241e+00
0.000000000000e+00,0.000000000000e+00,-4.319863638607e-01
