sigma1,sigma2,sigma3
5.772588020127e+03,-5.175781250004e+02,-5.772588020127e+03
7.187500000006e+02,-5.175781250004e+02,-7.187500000006e+02
4.335088020126e+03,-5.175781250004e+02,-4.335088020126e+03
