sigma1,sigma2,sigma3
1.150446925224e-09,-2.266375285359e-10,-1.150446925224e-09
6.135716934530e-10,-2.266375285359e-10,-6.135716934530e-10
7.669646168162e-11,-7.669646168162e-11,-2.266375285359e-10
