total_dof,max_abs_U_global,norm_U_global,max_abs_R_global,norm_R_global,max_abs_R_residual,norm_R_residual,n_elements
54,2.613582e-04,5.970250e-04,5.000000e+02,5.590170e+02,5.000000e+02,5.590170e+02,8
