sigma1,sigma2,sigma3
7.362860321436e-09,-2.074722073309e-09,-7.362860321436e-09
4.908573547624e-09,-2.074722073309e-09,-4.908573547624e-09
2.147500927085e-09,-2.074722073309e-09,-2.147500927085e-09
