sigma1,sigma2,sigma3
6.382653798036e+02,-1.132812500031e+02,-6.382653798036e+02
5.000000000039e+02,-1.132812500031e+02,-5.000000000039e+02
3.617346202043e+02,-1.132812500031e+02,-3.617346202043e+02
