sigma1,sigma2,sigma3
1.273429139240e+04,-3.151041666667e+02,-1.273429139240e+04
4.270833333334e+02,-3.151041666667e+02,-4.270833333334e+02
1.188012472573e+04,-3.151041666667e+02,-1.188012472573e+04
