max_stress,min_stress,mean_stress,max_strain,min_strain,mean_strain,max_nodal_stress,min_nodal_stress,max_nodal_strain,min_nodal_strain
5.716388e+03,0.000000e+00,2.650173e+02,2.210779e-03,0.000000e+00,1.291495e-04,7.093378e+03,0.000000e+00,2.210779e-03,0.000000e+00
