element_id,max_axial_force,max_shear_force,max_torque,max_moment,max_principal_s1,min_principal_s3,max_von_mises,mean_von_mises
0,0.000000e+00,0.000000e+00,0.000000e+00,2.429561e+02,0.000000e+00,-2.429561e+02,2.429561e+02,2.187500e+02
1,0.000000e+00,0.000000e+00,0.000000e+00,1.804561e+02,0.000000e+00,-1.804561e+02,1.804561e+02,1.562500e+02
2,0.000000e+00,0.000000e+00,0.000000e+00,1.179561e+02,0.000000e+00,-1.179561e+02,1.179561e+02,9.375000e+01
3,0.000000e+00,0.000000e+00,0.000000e+00,5.545615e+01,0.000000e+00,-5.545615e+01,5.545615e+01,3.125000e+01
4,0.000000e+00,0.000000e+00,0.000000e+00,1.019108e-10,0.000000e+00,-1.019108e-10,1.019108e-10,9.588998e-11
5,0.000000e+00,0.000000e+00,0.000000e+00,8.822132e-11,0.000000e+00,-8.822132e-11,8.822132e-11,7.684508e-11
6,0.000000e+00,0.000000e+00,0.000000e+00,6.388440e-11,0.000000e+00,-6.388440e-11,6.388440e-11,5.954305e-11
7,0.000000e+00,0.000000e+00,0.000000e+00,4.867383e-11,0.000000e+00,-4.867383e-11,4.867383e-11,4.262129e-11
8,0.000000e+00,0.000000e+00,0.000000e+00,3.346326e-11,0.000000e+00,-3.346326e-11,3.346326e-11,2.924866e-11
9,0.000000e+00,0.000000e+00,0.000000e+00,2.433692e-11,0.000000e+00,-2.433692e-11,2.433692e-11,2.104129e-11
10,0.000000e+00,0.000000e+00,0.000000e+00,1.825269e-11,0.000000e+00,-1.825269e-11,1.825269e-11,1.571759e-11
11,0.000000e+00,0.000000e+00,0.000000e+00,1.521057e-11,0.000000e+00,-1.521057e-11,1.521057e-11,1.457680e-11
12,0.000000e+00,0.000000e+00,0.000000e+00,1.007700e-11,0.000000e+00,-1.007700e-11,1.007700e-11,9.443230e-12
13,0.000000e+00,0.000000e+00,0.000000e+00,1.216846e-11,0.000000e+00,-1.216846e-11,1.216846e-11,9.221410e-12
14,0.000000e+00,0.000000e+00,0.000000e+00,1.216846e-11,0.000000e+00,-1.216846e-11,1.216846e-11,6.210984e-12
15,0.000000e+00,0.000000e+00,0.000000e+00,1.235859e-12,1.235859e-12,0.000000e+00,1.235859e-12,4.119530e-13
