sigma1,sigma2,sigma3
0.000000000000e+00,0.000000000000e+00,-4.339780729633e+02
0.000000000000e+00,0.000000000000e+00,-4.218750000063e+02
0.000000000000e+00,0.000000000000e+00,-4.097719270493e+02
