sigma1,sigma2,sigma3
3.395442431174e+03,-9.844970703206e+02,-3.395442431174e+03
9.921875000052e+02,-9.844970703206e+02,-9.921875000052e+02
1.411067431164e+03,-9.844970703206e+02,-1.411067431164e+03
