sigma1,sigma2,sigma3
9.295393150287e+02,-1.983642578150e+02,-9.295393150287e+02
4.453125000047e+02,-1.983642578150e+02,-4.453125000047e+02
3.891431501929e+01,-3.891431501929e+01,-1.983642578150e+02
