sigma1,sigma2,sigma3
6.602747797883e+03,-3.125000000000e+02,-6.602747797883e+03
5.000000000000e+02,-3.125000000000e+02,-5.000000000000e+02
5.602747797883e+03,-3.125000000000e+02,-5.602747797883e+03
