strain_energy_density
1.140430747736e+00
1.105206797998e+00
1.070805484042e+00
1.037213580858e+00
1.004418291694e+00
9.724069217606e-01
9.411668782388e-01
9.106856702738e-01
8.809509089771e-01
8.519503074267e-01
8.236716806663e-01
7.961029457064e-01
7.692321215226e-01
7.430473290580e-01
7.175367912208e-01
6.926888328855e-01
6.684918808938e-01
6.449344640524e-01
6.220052131340e-01
5.996928608790e-01
5.779862419914e-01
5.568742931451e-01
5.363460529757e-01
5.163906620882e-01
4.969973630531e-01
4.781555004066e-01
4.598545206510e-01
4.420839722563e-01
4.248335056560e-01
4.080928732526e-01
3.918519294127e-01
3.761006304679e-01
3.608290347188e-01
3.460273024302e-01
3.316856958358e-01
3.177945791321e-01
3.043444184834e-01
2.913257820174e-01
2.787293398382e-01
2.665458639993e-01
2.547662285331e-01
2.433814094377e-01
2.323824846695e-01
2.217606341569e-01
2.115071397940e-01
2.016133854413e-01
1.920708569215e-01
1.828711420291e-01
1.740059305202e-01
1.654670141199e-01
1.572462865202e-01
1.493357433738e-01
1.417274823079e-01
1.344137029083e-01
1.273867067314e-01
1.206388972973e-01
1.141627800920e-01
1.079509625709e-01
1.019961541522e-01
9.629116622393e-02
9.082891213815e-02
8.560240721025e-02
8.060476872829e-02
7.582921593891e-02
7.126907006010e-02
6.691775427211e-02
6.276879372859e-02
5.881581554029e-02
5.505254879067e-02
5.147282452751e-02
4.807057576383e-02
4.483983747750e-02
4.177474661463e-02
3.886954208869e-02
3.611856477748e-02
3.351625752500e-02
3.105716514163e-02
2.873593440385e-02
2.654731405361e-02
2.448615480271e-02
2.254740932420e-02
2.072613225843e-02
1.901748021493e-02
1.741671176846e-02
1.591918745822e-02
1.452036978896e-02
1.321582323416e-02
1.200121423027e-02
1.087231118220e-02
9.824984462011e-03
8.855206403221e-03
7.959051311949e-03
7.132695455894e-03
6.372417069714e-03
5.674596355411e-03
5.035715480653e-03
4.452358578580e-03
3.921211749650e-03
3.439063059527e-03
3.002802539926e-03
2.609422189238e-03
2.256015971781e-03
1.939779820106e-03
1.658011628975e-03
1.408111262134e-03
1.187580548300e-03
9.940232827286e-04
8.251452272833e-04
6.787541091676e-04
5.527596223546e-04
4.451734264092e-04
3.541091473520e-04
2.777823776348e-04
2.145106752200e-04
1.627135647679e-04
1.209125366544e-04
8.773104834033e-05
6.189452245269e-05
4.223034812672e-05
2.766788070073e-05
1.723844179808e-05
1.007531894422e-05
5.413765887270e-06
2.591002668650e-06
1.046215320276e-06
3.205561210239e-07
5.714353717491e-08
1.062147985944e-09
-6.372884680649e-10
