sigma1,sigma2,sigma3
2.254539991888e+03,-3.593749999995e+02,-2.254539991888e+03
4.999999999993e+02,-3.593749999995e+02,-4.999999999993e+02
1.254539991889e+03,-3.593749999995e+02,-1.254539991889e+03
