# Load Type: TRIANGULAR
# Load Formula: q(x) = w * (x/L)
[Distributed load]
         [x]          [y]          [z]        [F_x]        [F_y]        [F_z]        [M_x]        [M_y]        [M_z]
    0.000000     0.000000     0.000000     0.000000  -0.000000     0.000000     0.000000     0.000000     0.000000
    0.031250     0.000000     0.000000     0.000000  -7.812500     0.000000     0.000000     0.000000     0.000000
    0.062500     0.000000     0.000000     0.000000  -15.625000     0.000000     0.000000     0.000000     0.000000
    0.093750     0.000000     0.000000     0.000000  -23.437500     0.000000     0.000000     0.000000     0.000000
    0.125000     0.000000     0.000000     0.000000  -31.250000     0.000000     0.000000     0.000000     0.000000
    0.156250     0.000000     0.000000     0.000000  -39.062500     0.000000     0.000000     0.000000     0.000000
    0.187500     0.000000     0.000000     0.000000  -46.875000     0.000000     0.000000     0.000000     0.000000
    0.218750     0.000000     0.000000     0.000000  -54.687500     0.000000     0.000000     0.000000     0.000000
    0.250000     0.000000     0.000000     0.000000  -62.500000     0.000000     0.000000     0.000000     0.000000
    0.281250     0.000000     0.000000     0.000000  -70.312500     0.000000     0.000000     0.000000     0.000000
    0.312500     0.000000     0.000000     0.000000  -78.125000     0.000000     0.000000     0.000000     0.000000
    0.343750     0.000000     0.000000     0.000000  -85.937500     0.000000     0.000000     0.000000     0.000000
    0.375000     0.000000     0.000000     0.000000  -93.750000     0.000000     0.000000     0.000000     0.000000
    0.406250     0.000000     0.000000     0.000000  -101.562500     0.000000     0.000000     0.000000     0.000000
    0.437500     0.000000     0.000000     0.000000  -109.375000     0.000000     0.000000     0.000000     0.000000
    0.468750     0.000000     0.000000     0.000000  -117.187500     0.000000     0.000000     0.000000     0.000000
    0.500000     0.000000     0.000000     0.000000  -125.000000     0.000000     0.000000     0.000000     0.000000
    0.531250     0.000000     0.000000     0.000000  -132.812500     0.000000     0.000000     0.000000     0.000000
    0.562500     0.000000     0.000000     0.000000  -140.625000     0.000000     0.000000     0.000000     0.000000
    0.593750     0.000000     0.000000     0.000000  -148.437500     0.000000     0.000000     0.000000     0.000000
    0.625000     0.000000     0.000000     0.000000  -156.250000     0.000000     0.000000     0.000000     0.000000
    0.656250     0.000000     0.000000     0.000000  -164.062500     0.000000     0.000000     0.000000     0.000000
    0.687500     0.000000     0.000000     0.000000  -171.875000     0.000000     0.000000     0.000000     0.000000
    0.718750     0.000000     0.000000     0.000000  -179.687500     0.000000     0.000000     0.000000     0.000000
    0.750000     0.000000     0.000000     0.000000  -187.500000     0.000000     0.000000     0.000000     0.000000
    0.781250     0.000000     0.000000     0.000000  -195.312500     0.000000     0.000000     0.000000     0.000000
    0.812500     0.000000     0.000000     0.000000  -203.125000     0.000000     0.000000     0.000000     0.000000
    0.843750     0.000000     0.000000     0.000000  -210.937500     0.000000     0.000000     0.000000     0.000000
    0.875000     0.000000     0.000000     0.000000  -218.750000     0.000000     0.000000     0.000000     0.000000
    0.906250     0.000000     0.000000     0.000000  -226.562500     0.000000     0.000000     0.000000     0.000000
    0.937500     0.000000     0.000000     0.000000  -234.375000     0.000000     0.000000     0.000000     0.000000
    0.968750     0.000000     0.000000     0.000000  -242.187500     0.000000     0.000000     0.000000     0.000000
    1.000000     0.000000     0.000000     0.000000  -250.000000     0.000000     0.000000     0.000000     0.000000
    1.031250     0.000000     0.000000     0.000000  -257.812500     0.000000     0.000000     0.000000     0.000000
    1.062500     0.000000     0.000000     0.000000  -265.625000     0.000000     0.000000     0.000000     0.000000
    1.093750     0.000000     0.000000     0.000000  -273.437500     0.000000     0.000000     0.000000     0.000000
    1.125000     0.000000     0.000000     0.000000  -281.250000     0.000000     0.000000     0.000000     0.000000
    1.156250     0.000000     0.000000     0.000000  -289.062500     0.000000     0.000000     0.000000     0.000000
    1.187500     0.000000     0.000000     0.000000  -296.875000     0.000000     0.000000     0.000000     0.000000
    1.218750     0.000000     0.000000     0.000000  -304.687500     0.000000     0.000000     0.000000     0.000000
    1.250000     0.000000     0.000000     0.000000  -312.500000     0.000000     0.000000     0.000000     0.000000
    1.281250     0.000000     0.000000     0.000000  -320.312500     0.000000     0.000000     0.000000     0.000000
    1.312500     0.000000     0.000000     0.000000  -328.125000     0.000000     0.000000     0.000000     0.000000
    1.343750     0.000000     0.000000     0.000000  -335.937500     0.000000     0.000000     0.000000     0.000000
    1.375000     0.000000     0.000000     0.000000  -343.750000     0.000000     0.000000     0.000000     0.000000
    1.406250     0.000000     0.000000     0.000000  -351.562500     0.000000     0.000000     0.000000     0.000000
    1.437500     0.000000     0.000000     0.000000  -359.375000     0.000000     0.000000     0.000000     0.000000
    1.468750     0.000000     0.000000     0.000000  -367.187500     0.000000     0.000000     0.000000     0.000000
    1.500000     0.000000     0.000000     0.000000  -375.000000     0.000000     0.000000     0.000000     0.000000
    1.531250     0.000000     0.000000     0.000000  -382.812500     0.000000     0.000000     0.000000     0.000000
    1.562500     0.000000     0.000000     0.000000  -390.625000     0.000000     0.000000     0.000000     0.000000
    1.593750     0.000000     0.000000     0.000000  -398.437500     0.000000     0.000000     0.000000     0.000000
