max_stress,min_stress,mean_stress,max_strain,min_strain,mean_strain,max_nodal_stress,min_nodal_stress,max_nodal_strain,min_nodal_strain
6.531658e+02,0.000000e+00,4.192708e+01,1.489835e-03,0.000000e+00,9.563334e-05,6.671875e+02,0.000000e+00,1.521818e-03,0.000000e+00
