max_stress,min_stress,mean_stress,max_strain,min_strain,mean_strain,max_nodal_stress,min_nodal_stress,max_nodal_strain,min_nodal_strain
1.701478e+03,0.000000e+00,7.431559e+01,1.122652e-03,0.000000e+00,4.812451e-05,2.051102e+03,0.000000e+00,1.122652e-03,0.000000e+00
