sigma1,sigma2,sigma3
3.067858467265e-10,1.521057238496e-11,-3.067858467265e-10
3.067858467265e-10,1.521057238496e-11,-3.067858467265e-10
1.533929233632e-10,1.521057238496e-11,-1.533929233632e-10
