Condensed DOF,Value
0,0.000000000000e+00
1,-1.579497905553e-04
2,0.000000000000e+00
3,0.000000000000e+00
4,0.000000000000e+00
5,-6.207257478400e-04
6,0.000000000000e+00
7,-5.605694957845e-04
8,0.000000000000e+00
9,0.000000000000e+00
10,0.000000000000e+00
11,-9.800932860632e-04
12,0.000000000000e+00
13,-1.090191512483e-03
14,0.000000000000e+00
15,0.000000000000e+00
16,0.000000000000e+00
17,-1.131562248455e-03
18,0.000000000000e+00
19,-1.664787993305e-03
20,0.000000000000e+00
21,0.000000000000e+00
22,0.000000000000e+00
23,-1.164232024657e-03
