element_id,total_strain_energy
0,1.777557269431e-02
1,1.749817876085e-02
2,1.722296903159e-02
3,1.694994350654e-02
4,1.667910218568e-02
5,1.641044506903e-02
6,1.614397215657e-02
7,1.587968344832e-02
8,1.561757894426e-02
9,1.535765864441e-02
10,1.509992254876e-02
11,1.484437065730e-02
12,1.459100297005e-02
13,1.433981948700e-02
14,1.409082020815e-02
15,1.384400513350e-02
16,1.359937426305e-02
17,1.335692759680e-02
18,1.311666513475e-02
19,1.287858687690e-02
20,1.264269282325e-02
21,1.240898297380e-02
22,1.217745732856e-02
23,1.194811588751e-02
24,1.172095865066e-02
25,1.149598561802e-02
26,1.127319678957e-02
27,1.105259216533e-02
28,1.083417174528e-02
29,1.061793552944e-02
30,1.040388351779e-02
31,1.019201571035e-02
32,9.982332107108e-03
33,9.774832708065e-03
34,9.569517513223e-03
35,9.366386522581e-03
36,9.165439736140e-03
37,8.966677153900e-03
38,8.770098775860e-03
39,8.575704602020e-03
40,8.383494632381e-03
41,8.193468866942e-03
42,8.005627305704e-03
43,7.819969948666e-03
44,7.636496795829e-03
45,7.455207847192e-03
46,7.276103102756e-03
47,7.099182562520e-03
48,6.924446226485e-03
49,6.751894094650e-03
50,6.581526167016e-03
51,6.413342443582e-03
52,6.247342924349e-03
53,6.083527609316e-03
54,5.921896498483e-03
55,5.762449591851e-03
56,5.605186889420e-03
57,5.450108391188e-03
58,5.297214097157e-03
59,5.146504007327e-03
60,4.997978121697e-03
61,4.851636440268e-03
62,4.707478963039e-03
63,4.565505690011e-03
64,4.425716621183e-03
65,4.288111756555e-03
66,4.152691096128e-03
67,4.019454639901e-03
68,3.888402387875e-03
69,3.759534340049e-03
70,3.632850496425e-03
71,3.508350857000e-03
72,3.386035421776e-03
73,3.265904190752e-03
74,3.147957163929e-03
75,3.032194341306e-03
76,2.918615722883e-03
77,2.807221308661e-03
78,2.698011098639e-03
79,2.590985092818e-03
80,2.486143291197e-03
81,2.383485693777e-03
82,2.283012300558e-03
83,2.184723111539e-03
84,2.088618126721e-03
85,1.994697346103e-03
86,1.902960769686e-03
87,1.813408397468e-03
88,1.726040229452e-03
89,1.640856265636e-03
90,1.557856506020e-03
91,1.477040950605e-03
92,1.398409599390e-03
93,1.321962452376e-03
94,1.247699509562e-03
95,1.175620770949e-03
96,1.105726236537e-03
97,1.038015906324e-03
98,9.724897803125e-04
99,9.091478585008e-04
100,8.479901408895e-04
101,7.890166274790e-04
102,7.322273182690e-04
103,6.776222132591e-04
104,6.252013124501e-04
105,5.749646158412e-04
106,5.269121234324e-04
107,4.810438352244e-04
108,4.373597512169e-04
109,3.958598714100e-04
110,3.565441958031e-04
111,3.194127243968e-04
112,2.844654571905e-04
113,2.517023941847e-04
114,2.211235353801e-04
115,1.927288807753e-04
116,1.665184303708e-04
117,1.424921841671e-04
118,1.206501421638e-04
119,1.009923043606e-04
120,8.351867075779e-05
121,6.822924135513e-05
122,5.512401615315e-05
123,4.420299515135e-05
124,3.546617835006e-05
125,2.891356574868e-05
126,2.454515734731e-05
127,2.236095314739e-05
