# Load Type: PARABOLIC
# Load Formula: q(x) = w * (x/L)^2
[Distributed load]
         [x]          [y]          [z]        [F_x]        [F_y]        [F_z]        [M_x]        [M_y]        [M_z]
    0.000000     0.000000     0.000000     0.000000  -0.000000     0.000000     0.000000     0.000000     0.000000
    0.125000     0.000000     0.000000     0.000000  -1.953125     0.000000     0.000000     0.000000     0.000000
    0.250000     0.000000     0.000000     0.000000  -7.812500     0.000000     0.000000     0.000000     0.000000
    0.375000     0.000000     0.000000     0.000000  -17.578125     0.000000     0.000000     0.000000     0.000000
    0.500000     0.000000     0.000000     0.000000  -31.250000     0.000000     0.000000     0.000000     0.000000
    0.625000     0.000000     0.000000     0.000000  -48.828125     0.000000     0.000000     0.000000     0.000000
    0.750000     0.000000     0.000000     0.000000  -70.312500     0.000000     0.000000     0.000000     0.000000
    0.875000     0.000000     0.000000     0.000000  -95.703125     0.000000     0.000000     0.000000     0.000000
    1.000000     0.000000     0.000000     0.000000  -125.000000     0.000000     0.000000     0.000000     0.000000
    1.125000     0.000000     0.000000     0.000000  -158.203125     0.000000     0.000000     0.000000     0.000000
    1.250000     0.000000     0.000000     0.000000  -195.312500     0.000000     0.000000     0.000000     0.000000
    1.375000     0.000000     0.000000     0.000000  -236.328125     0.000000     0.000000     0.000000     0.000000
    1.500000     0.000000     0.000000     0.000000  -281.250000     0.000000     0.000000     0.000000     0.000000
    1.625000     0.000000     0.000000     0.000000  -330.078125     0.000000     0.000000     0.000000     0.000000
    1.750000     0.000000     0.000000     0.000000  -382.812500     0.000000     0.000000     0.000000     0.000000
    1.875000     0.000000     0.000000     0.000000  -439.453125     0.000000     0.000000     0.000000     0.000000
    2.000000     0.000000     0.000000     0.000000  -500.000000     0.000000     0.000000     0.000000     0.000000
