sigma1,sigma2,sigma3
4.466786068627e+03,-4.062500000003e+02,-4.466786068627e+03
5.000000000002e+02,-4.062500000003e+02,-5.000000000002e+02
3.466786068627e+03,-4.062500000003e+02,-3.466786068627e+03
