sigma1,sigma2,sigma3
1.472625430301e+03,-3.984375000028e+02,-1.472625430301e+03
5.000000000064e+02,-3.984375000028e+02,-5.000000000064e+02
4.726254302885e+02,-3.984375000028e+02,-4.726254302885e+02
