sigma1,sigma2,sigma3
8.847307622428e+02,-2.864074707089e+02,-8.847307622428e+02
5.351562500096e+02,-2.864074707089e+02,-5.351562500096e+02
1.855817377757e+02,-1.855817377757e+02,-2.864074707089e+02
