max_stress,min_stress,mean_stress,max_strain,min_strain,mean_strain,max_nodal_stress,min_nodal_stress,max_nodal_strain,min_nodal_strain
3.138874e+04,0.000000e+00,1.576852e+03,1.781988e-03,0.000000e+00,1.478638e-04,4.026807e+04,0.000000e+00,1.781988e-03,0.000000e+00
