element_id,total_strain_energy
0,1.790987525144e-02
1,1.568450290502e-02
2,1.360748871502e-02
3,1.167883268145e-02
4,9.898534804311e-03
5,8.266595083599e-03
6,6.783013519315e-03
7,5.447790111460e-03
8,4.260924860033e-03
9,3.222417765035e-03
10,2.332268826465e-03
11,1.590478044323e-03
12,9.970454186102e-04
13,5.519709493256e-04
14,2.552546364696e-04
15,1.068964800421e-04
16,3.426034225452e-27
17,3.128849781124e-27
18,2.769874350319e-27
19,2.430670794858e-27
20,2.108089693669e-27
21,1.911189485038e-27
22,1.595981882324e-27
23,1.312734735422e-27
24,9.282677429871e-28
25,6.077871505204e-28
26,4.175776218396e-28
27,1.992069122846e-28
28,6.877310720199e-29
29,4.282358457729e-29
30,3.528197676487e-29
31,0.000000000000e+00
