[x],[y],[z],[F_x],[F_y],[F_z],[M_x],[M_y],[M_z]
0.49192,0.0,0.0,2.607297,224.995741,48.788259,0.362348,28.870356,133.137276
0.49992,0.0,0.0,2.583742,228.237838,48.968024,0.375195,29.368518,136.883294
0.50792,0.0,0.0,2.533597,230.889976,48.899074,0.377397,29.719502,140.324007
0.51592,0.0,0.0,2.500823,233.821447,48.929872,0.389757,30.129503,143.977324
0.52392,0.0,0.0,2.481665,236.715759,49.085357,0.401647,30.618188,147.655816
0.53192,0.0,0.0,2.458334,239.789693,49.183836,0.416093,31.072941,151.493548
0.53992,0.0,0.0,2.48135,243.189471,50.461566,0.432259,32.283139,155.590913
0.54792,0.0,0.0,2.437247,248.136875,50.136879,0.444641,32.477083,160.745143
0.55592,0.0,0.0,2.445586,252.886151,50.325701,0.441387,33.002303,165.846897
0.56392,0.0,0.0,2.433237,257.457595,50.488351,0.447011,33.512922,170.906812
0.57192,0.0,0.0,2.428067,261.757757,50.678286,0.452001,34.044182,175.857452
0.57992,0.0,0.0,2.420499,266.279217,50.889652,0.461193,34.593344,181.027301
0.58792,0.0,0.0,2.416255,270.538693,50.904136,0.46325,35.01025,186.089515
0.59592,0.0,0.0,2.416642,274.912349,50.865045,0.465601,35.390073,191.298339
0.60392,0.0,0.0,2.413499,278.60921,50.66993,0.466043,35.659788,196.100854
0.61192,0.0,0.0,2.411364,281.717649,50.385279,0.470346,35.862058,200.543209
0.61992,0.0,0.0,2.416322,284.369706,49.979007,0.473553,35.972495,204.706977
0.62792,0.0,0.0,2.429722,286.628955,49.357663,0.473049,35.919691,208.627734
0.63592,0.0,0.0,2.468326,288.613033,48.538862,0.466383,35.711701,212.381632
0.64392,0.0,0.0,2.516704,290.166286,47.314399,0.450711,35.188768,215.846382
0.65192,0.0,0.0,2.582929,290.160397,45.630913,0.428102,34.300881,218.163442
0.65992,0.0,0.0,2.6929,287.251018,43.296484,0.399816,32.891729,218.273295
0.66792,0.0,0.0,2.630642,280.404876,39.995047,0.362002,30.703729,215.313266
0.67592,0.0,0.0,2.51354,268.187069,35.386716,0.304687,27.450721,208.077989
0.68392,0.0,0.0,2.388541,248.140725,28.519419,0.201338,22.355077,194.510422
0.69984,0.0,0.0,16.971363,113.51208,13.702829,0.935356,10.889992,90.785233
