[x],[y],[z],[F_x],[F_y],[F_z],[M_x],[M_y],[M_z]
0.0,0.0,0.0,1.997455,10.620639,9.301514,0.032946,0.961763,1.063594
0.00392,0.0,0.0,2.162013,11.495605,10.067805,0.035661,1.040996,1.151217
0.01192,0.0,0.0,1.184307,13.989669,11.727456,0.005563,1.339941,1.472486
0.01992,0.0,0.0,0.885866,15.775018,12.766638,0.011279,1.565846,1.783158
0.02792,0.0,0.0,0.777589,17.594009,13.556451,0.028044,1.772653,2.132054
0.03592,0.0,0.0,0.726798,19.577823,14.239294,0.033902,1.977069,2.535369
0.04392,0.0,0.0,0.631726,21.825791,15.099266,0.043112,2.214203,3.010234
0.05192,0.0,0.0,0.568809,24.180676,15.954775,0.050955,2.468188,3.535848
0.05992,0.0,0.0,0.272569,26.723525,16.981406,0.064458,2.757336,4.129807
0.06792,0.0,0.0,0.096304,29.308417,17.905596,0.077695,3.048389,4.772712
0.07592,0.0,0.0,0.030299,31.968669,18.802618,0.09221,3.348377,5.472049
0.08392,0.0,0.0,0.172862,34.787228,19.673218,0.105646,3.655664,6.24439
0.09192,0.0,0.0,0.436246,37.660624,20.563676,0.117081,3.9755,7.073174
0.09992,0.0,0.0,0.570179,40.562803,21.313549,0.122591,4.286822,7.95356
0.10792,0.0,0.0,0.779058,43.525132,22.090853,0.123588,4.613039,8.893567
0.11592,0.0,0.0,0.938804,46.416921,22.693928,0.11209,4.917269,9.86587
0.12392,0.0,0.0,1.218617,49.364099,23.515217,0.098177,5.274924,10.896732
0.13192,0.0,0.0,1.480832,52.445548,24.529713,0.089075,5.691574,12.005852
0.13992,0.0,0.0,1.685216,55.393681,25.388613,0.07794,6.090286,13.131529
0.14792,0.0,0.0,1.884931,58.510386,26.357614,0.083224,6.528917,14.348094
0.15592,0.0,0.0,2.064257,61.38863,27.223657,0.096757,6.956021,15.554204
0.16392,0.0,0.0,2.199834,64.234597,28.086187,0.120928,7.395752,16.799521
0.17192,0.0,0.0,2.381729,66.96031,28.856573,0.145603,7.824157,18.058502
0.17992,0.0,0.0,2.527227,69.855102,29.69619,0.180504,8.283715,19.410754
0.18792,0.0,0.0,2.642037,72.780978,30.521817,0.21117,8.752474,20.81842
0.19592,0.0,0.0,2.748221,75.883556,31.420221,0.241223,9.256697,22.324915
0.20392,0.0,0.0,2.795423,79.228172,32.314082,0.268045,9.777985,23.953894
0.21192,0.0,0.0,2.810086,82.630208,33.059748,0.280712,10.269096,25.653654
0.21992,0.0,0.0,2.820152,86.201776,33.898948,0.292504,10.801537,27.461071
0.22792,0.0,0.0,2.856842,90.033829,34.739452,0.302607,11.349189,29.410582
0.23592,0.0,0.0,2.877966,93.641101,35.353715,0.301423,11.834839,31.345909
0.24392,0.0,0.0,2.875689,97.338202,36.04662,0.300396,12.356805,33.369389
0.25192,0.0,0.0,2.908217,101.283662,36.7982,0.302771,12.910809,35.539111
0.25992,0.0,0.0,2.92861,105.259423,37.4751,0.305248,13.450233,37.783197
0.26792,0.0,0.0,2.906572,109.066477,38.016045,0.30215,13.950713,40.028913
0.27592,0.0,0.0,2.934144,113.073579,38.756681,0.303934,14.533993,42.410011
0.28392,0.0,0.0,3.007263,117.181474,40.238116,0.316085,15.411433,44.893775
0.29192,0.0,0.0,2.956183,121.474563,40.712499,0.328629,15.921862,47.516345
0.29992,0.0,0.0,2.959453,125.558658,41.203634,0.334426,16.445769,50.12392
0.30792,0.0,0.0,2.961399,129.450071,41.706286,0.33902,16.981499,52.717933
0.31592,0.0,0.0,2.914028,133.411639,42.180021,0.342508,17.513964,55.403484
0.32392,0.0,0.0,2.906782,137.258379,42.591418,0.350167,18.027134,58.104483
0.33192,0.0,0.0,2.906315,141.116282,43.102621,0.350574,18.589807,60.871389
0.33992,0.0,0.0,2.856749,145.016015,43.523104,0.357059,19.12104,63.71828
0.34792,0.0,0.0,2.84367,148.785907,43.901896,0.363592,19.640106,66.569869
0.35592,0.0,0.0,2.832412,152.575379,44.269187,0.366801,20.159274,69.489645
0.36392,0.0,0.0,2.795989,156.729327,44.910469,0.377767,20.811872,72.640112
0.37192,0.0,0.0,2.778009,160.716513,45.161579,0.381784,21.291035,75.777821
0.37992,0.0,0.0,2.786253,165.134452,45.925269,0.396134,22.019067,79.18636
0.38792,0.0,0.0,2.73943,169.041968,46.126234,0.396348,22.485565,82.415779
0.39592,0.0,0.0,2.73954,173.728296,46.858903,0.412259,23.218261,86.095161
0.40392,0.0,0.0,2.727362,177.729386,47.075045,0.409909,23.703036,89.502573
0.41192,0.0,0.0,2.700188,182.459899,47.717454,0.424917,24.408884,93.348154
0.41992,0.0,0.0,2.690579,186.27225,47.955918,0.419235,24.915507,96.791958
0.42792,0.0,0.0,2.693044,190.988529,48.532175,0.436144,25.603318,100.77363
0.43592,0.0,0.0,2.664335,195.148588,48.83861,0.432454,26.156985,104.533432
0.44392,0.0,0.0,2.655682,199.91166,49.239908,0.440167,26.766009,108.68656
0.45192,0.0,0.0,2.664047,204.58159,49.650924,0.438381,27.387864,112.865818
0.45992,0.0,0.0,2.599819,209.630594,49.757162,0.429617,27.846036,117.330495
0.46792,0.0,0.0,2.617255,214.508455,49.124842,0.399858,27.887023,121.778961
0.47592,0.0,0.0,2.646532,218.62735,48.787239,0.368426,28.087265,125.866956
0.48392,0.0,0.0,2.644143,222.437685,48.932836,0.365488,28.563348,129.84185
