ε_xx,ε_yy,ε_zz,γ_xy,γ_yz,γ_xz
0.000000000000e+00,0.000000000000e+00,-2.940279858191e-04,-7.433830553238e-06,0.000000000000e+00,0.000000000000e+00
0.000000000000e+00,0.000000000000e+00,-2.940279858191e-04,-5.654509471376e-06,0.000000000000e+00,0.000000000000e+00
0.000000000000e+00,0.000000000000e+00,-2.940279858191e-04,-3.875188389513e-06,0.000000000000e+00,0.000000000000e+00
