element_id,total_strain_energy
0,4.385723129191e-03
1,4.248680611027e-03
2,4.113813370928e-03
3,3.981121408895e-03
4,3.850604724927e-03
5,3.722263319024e-03
6,3.596097191186e-03
7,3.472106341414e-03
8,3.350290769707e-03
9,3.230650476066e-03
10,3.113185460491e-03
11,2.997895722980e-03
12,2.884781263534e-03
13,2.773842082153e-03
14,2.665078178839e-03
15,2.558489553589e-03
16,2.454076206403e-03
17,2.351838137284e-03
18,2.251775346230e-03
19,2.153887833239e-03
20,2.058175598315e-03
21,1.964638641454e-03
22,1.873276962659e-03
23,1.784090561928e-03
24,1.697079439263e-03
25,1.612243594663e-03
26,1.529583028128e-03
27,1.449097739663e-03
28,1.370787729264e-03
29,1.294652996934e-03
30,1.220693542669e-03
31,1.148909366467e-03
32,1.079300468331e-03
33,1.011866848261e-03
34,9.466085062581e-04
35,8.835254423195e-04
36,8.226176564451e-04
37,7.638851486370e-04
38,7.073279188945e-04
39,6.529459672153e-04
40,6.007392936031e-04
41,5.507078980562e-04
42,5.028517805739e-04
43,4.571709411546e-04
44,4.136653798028e-04
45,3.723350965157e-04
46,3.331800912897e-04
47,2.962003641300e-04
48,2.613959150337e-04
49,2.287667440032e-04
50,1.983128510374e-04
51,1.700342361384e-04
52,1.439308993023e-04
53,1.200028405331e-04
54,9.825005982722e-05
55,7.867255718494e-05
56,6.127033260734e-05
57,4.604338609336e-05
58,3.299171764483e-05
59,2.211532726160e-05
60,1.341421494321e-05
61,6.888380689580e-06
62,2.537824500227e-06
63,3.625463748514e-07
64,8.874140105883e-22
65,9.292849063237e-22
66,9.743432670516e-22
67,1.019109129535e-21
68,1.068717333443e-21
69,1.126569325151e-21
70,1.174478106378e-21
71,1.213093392943e-21
72,1.243098289537e-21
73,1.277985511568e-21
74,1.312928242042e-21
75,1.337369342324e-21
76,1.343396521200e-21
77,1.344839830507e-21
78,1.345413183160e-21
79,1.324303233947e-21
80,1.293756182789e-21
81,1.249140860913e-21
82,1.207174715840e-21
83,1.179494709107e-21
84,1.145611725566e-21
85,1.124342460156e-21
86,1.102505619191e-21
87,1.069507745642e-21
88,1.034189797849e-21
89,9.969079441726e-22
90,9.595581596060e-22
91,9.209426732391e-22
92,8.738855409382e-22
93,8.308111339151e-22
94,7.823876518001e-22
95,7.300571177228e-22
96,6.832736674189e-22
97,6.364322409084e-22
98,5.864731950493e-22
99,5.277049880514e-22
100,4.630810272654e-22
101,4.072101174978e-22
102,3.617763444875e-22
103,3.113090154351e-22
104,2.695869876460e-22
105,2.257090306929e-22
106,1.912125726183e-22
107,1.598897002816e-22
108,1.346380108355e-22
109,1.168142812035e-22
110,9.956360848009e-23
111,8.718832882276e-23
112,7.489293077646e-23
113,6.224913545445e-23
114,4.868841542178e-23
115,3.743129889321e-23
116,3.002507964345e-23
117,2.211027053481e-23
118,1.421459320787e-23
119,9.053356334482e-24
120,4.905065889617e-24
121,2.720149868339e-24
122,1.421973036886e-24
123,9.359045521909e-25
124,4.795651814629e-25
125,2.664595982437e-25
126,1.037256636198e-25
127,4.690868799864e-30
