sigma1,sigma2,sigma3
6.426396843088e+02,-2.656838201227e+02,-6.426396843088e+02
3.183594146711e+02,-2.656838201227e+02,-3.183594146711e+02
5.920854966227e+00,-5.920854966227e+00,-2.656838201227e+02
