sigma1,sigma2,sigma3
6.704206533830e+03,-6.354573567713e+02,-6.704206533830e+03
4.993489583337e+02,-4.993489583337e+02,-6.354573567713e+02
5.705508617162e+03,-6.354573567713e+02,-5.705508617162e+03
