sigma1,sigma2,sigma3
2.174053039619e+03,-1.859130859376e+02,-2.174053039619e+03
3.587239583337e+02,-1.859130859376e+02,-3.587239583337e+02
1.456605122952e+03,-1.859130859376e+02,-1.456605122952e+03
