# Load Type: TRIANGULAR
# Load Formula: q(x) = w * (x/L)
[Distributed load]
         [x]          [y]          [z]        [F_x]        [F_y]        [F_z]        [M_x]        [M_y]        [M_z]
    0.000000     0.000000     0.000000     0.000000  -0.000000     0.000000     0.000000     0.000000     0.000000
    0.015625     0.000000     0.000000     0.000000  -3.906250     0.000000     0.000000     0.000000     0.000000
    0.031250     0.000000     0.000000     0.000000  -7.812500     0.000000     0.000000     0.000000     0.000000
    0.046875     0.000000     0.000000     0.000000  -11.718750     0.000000     0.000000     0.000000     0.000000
    0.062500     0.000000     0.000000     0.000000  -15.625000     0.000000     0.000000     0.000000     0.000000
    0.078125     0.000000     0.000000     0.000000  -19.531250     0.000000     0.000000     0.000000     0.000000
    0.093750     0.000000     0.000000     0.000000  -23.437500     0.000000     0.000000     0.000000     0.000000
    0.109375     0.000000     0.000000     0.000000  -27.343750     0.000000     0.000000     0.000000     0.000000
    0.125000     0.000000     0.000000     0.000000  -31.250000     0.000000     0.000000     0.000000     0.000000
    0.140625     0.000000     0.000000     0.000000  -35.156250     0.000000     0.000000     0.000000     0.000000
    0.156250     0.000000     0.000000     0.000000  -39.062500     0.000000     0.000000     0.000000     0.000000
    0.171875     0.000000     0.000000     0.000000  -42.968750     0.000000     0.000000     0.000000     0.000000
    0.187500     0.000000     0.000000     0.000000  -46.875000     0.000000     0.000000     0.000000     0.000000
    0.203125     0.000000     0.000000     0.000000  -50.781250     0.000000     0.000000     0.000000     0.000000
    0.218750     0.000000     0.000000     0.000000  -54.687500     0.000000     0.000000     0.000000     0.000000
    0.234375     0.000000     0.000000     0.000000  -58.593750     0.000000     0.000000     0.000000     0.000000
    0.250000     0.000000     0.000000     0.000000  -62.500000     0.000000     0.000000     0.000000     0.000000
    0.265625     0.000000     0.000000     0.000000  -66.406250     0.000000     0.000000     0.000000     0.000000
    0.281250     0.000000     0.000000     0.000000  -70.312500     0.000000     0.000000     0.000000     0.000000
    0.296875     0.000000     0.000000     0.000000  -74.218750     0.000000     0.000000     0.000000     0.000000
    0.312500     0.000000     0.000000     0.000000  -78.125000     0.000000     0.000000     0.000000     0.000000
    0.328125     0.000000     0.000000     0.000000  -82.031250     0.000000     0.000000     0.000000     0.000000
    0.343750     0.000000     0.000000     0.000000  -85.937500     0.000000     0.000000     0.000000     0.000000
    0.359375     0.000000     0.000000     0.000000  -89.843750     0.000000     0.000000     0.000000     0.000000
    0.375000     0.000000     0.000000     0.000000  -93.750000     0.000000     0.000000     0.000000     0.000000
    0.390625     0.000000     0.000000     0.000000  -97.656250     0.000000     0.000000     0.000000     0.000000
    0.406250     0.000000     0.000000     0.000000  -101.562500     0.000000     0.000000     0.000000     0.000000
    0.421875     0.000000     0.000000     0.000000  -105.468750     0.000000     0.000000     0.000000     0.000000
    0.437500     0.000000     0.000000     0.000000  -109.375000     0.000000     0.000000     0.000000     0.000000
    0.453125     0.000000     0.000000     0.000000  -113.281250     0.000000     0.000000     0.000000     0.000000
    0.468750     0.000000     0.000000     0.000000  -117.187500     0.000000     0.000000     0.000000     0.000000
    0.484375     0.000000     0.000000     0.000000  -121.093750     0.000000     0.000000     0.000000     0.000000
    0.500000     0.000000     0.000000     0.000000  -125.000000     0.000000     0.000000     0.000000     0.000000
    0.515625     0.000000     0.000000     0.000000  -128.906250     0.000000     0.000000     0.000000     0.000000
    0.531250     0.000000     0.000000     0.000000  -132.812500     0.000000     0.000000     0.000000     0.000000
    0.546875     0.000000     0.000000     0.000000  -136.718750     0.000000     0.000000     0.000000     0.000000
    0.562500     0.000000     0.000000     0.000000  -140.625000     0.000000     0.000000     0.000000     0.000000
    0.578125     0.000000     0.000000     0.000000  -144.531250     0.000000     0.000000     0.000000     0.000000
