element_id,max_axial_force,max_shear_force,max_torque,max_moment,max_principal_s1,min_principal_s3,max_von_mises,mean_von_mises
0,0.000000e+00,1.880824e+04,0.000000e+00,9.375000e+02,1.880824e+04,-1.880824e+04,3.259032e+04,2.157521e+04
1,0.000000e+00,1.636714e+04,0.000000e+00,8.125000e+02,1.636714e+04,-1.636714e+04,2.836037e+04,1.872565e+04
2,0.000000e+00,1.392605e+04,0.000000e+00,6.875000e+02,1.392605e+04,-1.392605e+04,2.413041e+04,1.587842e+04
3,0.000000e+00,1.148495e+04,0.000000e+00,5.625000e+02,1.148495e+04,-1.148495e+04,1.990046e+04,1.303410e+04
4,0.000000e+00,9.043847e+03,0.000000e+00,4.375000e+02,9.043847e+03,-9.043847e+03,1.567051e+04,1.019333e+04
5,0.000000e+00,6.602748e+03,0.000000e+00,3.125000e+02,6.602748e+03,-6.602748e+03,1.144056e+04,7.356840e+03
6,0.000000e+00,4.161649e+03,0.000000e+00,1.875000e+02,4.161649e+03,-4.161649e+03,7.210625e+03,4.525354e+03
7,0.000000e+00,1.720550e+03,0.000000e+00,6.250000e+01,1.720550e+03,-1.720550e+03,2.980735e+03,1.699535e+03
