total_dof,max_abs_U_global,norm_U_global,max_abs_R_global,norm_R_global,max_abs_R_residual,norm_R_residual,n_elements
390,2.641391e-04,1.604142e-03,5.000000e+02,5.590170e+02,5.000000e+02,5.590170e+02,64
