ε_xx,ε_yy,ε_zz,γ_xy,γ_yz,γ_xz
0.000000000000e+00,0.000000000000e+00,3.590877595272e-16,1.040834085586e-17,0.000000000000e+00,0.000000000000e+00
0.000000000000e+00,0.000000000000e+00,3.590877595272e-16,1.734723475977e-18,0.000000000000e+00,0.000000000000e+00
0.000000000000e+00,0.000000000000e+00,3.590877595272e-16,-8.673617379884e-18,0.000000000000e+00,0.000000000000e+00
