sigma1,sigma2,sigma3
0.000000000000e+00,0.000000000000e+00,-7.218245836552e+02
0.000000000000e+00,0.000000000000e+00,-6.250000000000e+02
0.000000000000e+00,0.000000000000e+00,-5.281754163448e+02
