element_id,total_strain_energy
0,8.634403743210e-03
1,8.094934782444e-03
2,7.572868046219e-03
3,7.068203534534e-03
4,6.580941247389e-03
5,6.111081184785e-03
6,5.658623346722e-03
7,5.223567733199e-03
8,4.805914344216e-03
9,4.405663179775e-03
10,4.022814239874e-03
11,3.657367524514e-03
12,3.309323033695e-03
13,2.978680767415e-03
14,2.665440725676e-03
15,2.369602908477e-03
16,2.091167315818e-03
17,1.830133947699e-03
18,1.586502804120e-03
19,1.360273885082e-03
20,1.151447190584e-03
21,9.600227206261e-04
22,7.860004752068e-04
23,6.293804543279e-04
24,4.901626579904e-04
25,3.683470861928e-04
26,2.639337389370e-04
27,1.769226162223e-04
28,1.073137180482e-04
29,5.510704441358e-05
30,2.030259531866e-05
31,2.900370763895e-06
32,5.586508253584e-24
33,5.304881867146e-24
34,5.103552416869e-24
35,4.868185436222e-24
36,4.481301890796e-24
37,4.348343062642e-24
38,4.182923385746e-24
39,3.868508229518e-24
40,3.606087835785e-24
41,3.635508341892e-24
42,3.365254050673e-24
43,3.078336071050e-24
44,3.021708159429e-24
45,2.910005233647e-24
46,2.522688589099e-24
47,2.305938603944e-24
48,1.949886013589e-24
49,1.591308673045e-24
50,1.471825904710e-24
51,1.295548185849e-24
52,1.056537426272e-24
53,9.945358679100e-25
54,9.717868033643e-25
55,7.042243378888e-25
56,4.988185226253e-25
57,2.203565303140e-25
58,1.187546208960e-25
59,2.704318845793e-26
60,7.017283192709e-27
61,3.009338924763e-27
62,4.325127623125e-27
63,3.008349444625e-27
