Global DOF,Value
0,0.000000000000e+00
1,-3.333333332345e+02
2,0.000000000000e+00
3,0.000000000000e+00
4,0.000000000000e+00
5,-4.999999999040e+02
6,0.000000000000e+00
7,4.650548609403e-13
8,0.000000000000e+00
9,0.000000000000e+00
10,0.000000000000e+00
11,1.136868377216e-13
12,0.000000000000e+00
13,-2.778363476785e-13
14,0.000000000000e+00
15,0.000000000000e+00
16,0.000000000000e+00
17,2.273736754432e-13
18,0.000000000000e+00
19,1.294906022686e-12
20,0.000000000000e+00
21,0.000000000000e+00
22,0.000000000000e+00
23,6.821210263297e-13
24,0.000000000000e+00
25,-3.079211365054e-12
26,0.000000000000e+00
27,0.000000000000e+00
28,0.000000000000e+00
29,9.094947017729e-13
30,0.000000000000e+00
31,4.511908208160e-12
32,0.000000000000e+00
33,0.000000000000e+00
34,0.000000000000e+00
35,4.547473508865e-13
36,0.000000000000e+00
37,6.839237509659e-12
38,0.000000000000e+00
39,0.000000000000e+00
40,0.000000000000e+00
41,0.000000000000e+00
42,0.000000000000e+00
43,-1.003287036783e-11
44,0.000000000000e+00
45,0.000000000000e+00
46,0.000000000000e+00
47,0.000000000000e+00
48,0.000000000000e+00
49,1.016915024410e-11
50,0.000000000000e+00
51,0.000000000000e+00
52,0.000000000000e+00
53,9.094947017729e-13
54,0.000000000000e+00
55,9.863665439980e-12
56,0.000000000000e+00
57,0.000000000000e+00
58,0.000000000000e+00
59,0.000000000000e+00
60,0.000000000000e+00
61,5.665884428296e-12
62,0.000000000000e+00
63,0.000000000000e+00
64,0.000000000000e+00
65,9.094947017729e-13
66,0.000000000000e+00
67,-2.508851459915e-11
68,0.000000000000e+00
69,0.000000000000e+00
70,0.000000000000e+00
71,1.818989403546e-12
72,0.000000000000e+00
73,4.621220073275e-11
74,0.000000000000e+00
75,0.000000000000e+00
76,0.000000000000e+00
77,1.818989403546e-12
78,0.000000000000e+00
79,-1.650378445017e-11
80,0.000000000000e+00
81,0.000000000000e+00
82,0.000000000000e+00
83,-9.094947017729e-13
84,0.000000000000e+00
85,2.227656947795e-11
86,0.000000000000e+00
87,0.000000000000e+00
88,0.000000000000e+00
89,0.000000000000e+00
90,0.000000000000e+00
91,-5.333330999058e-12
92,0.000000000000e+00
93,0.000000000000e+00
94,0.000000000000e+00
95,1.818989403546e-12
96,0.000000000000e+00
97,2.688918532279e-11
98,0.000000000000e+00
99,0.000000000000e+00
100,0.000000000000e+00
101,1.818989403546e-12
102,0.000000000000e+00
103,-1.442829189457e-11
104,0.000000000000e+00
105,0.000000000000e+00
106,0.000000000000e+00
107,0.000000000000e+00
108,0.000000000000e+00
109,1.136254978995e-11
110,0.000000000000e+00
111,0.000000000000e+00
112,0.000000000000e+00
113,3.637978807092e-12
114,0.000000000000e+00
115,-3.105560253402e-11
116,0.000000000000e+00
117,0.000000000000e+00
118,0.000000000000e+00
119,3.637978807092e-12
120,0.000000000000e+00
121,2.802177934136e-11
122,0.000000000000e+00
123,0.000000000000e+00
124,0.000000000000e+00
125,0.000000000000e+00
126,0.000000000000e+00
127,-1.781075287255e-11
128,0.000000000000e+00
129,0.000000000000e+00
130,0.000000000000e+00
131,0.000000000000e+00
132,0.000000000000e+00
133,-1.889718936887e-11
134,0.000000000000e+00
135,0.000000000000e+00
136,0.000000000000e+00
137,0.000000000000e+00
138,0.000000000000e+00
139,-1.158517726196e-13
140,0.000000000000e+00
141,0.000000000000e+00
142,0.000000000000e+00
143,1.818989403546e-12
144,0.000000000000e+00
145,-3.721789543221e-11
146,0.000000000000e+00
147,0.000000000000e+00
148,0.000000000000e+00
149,0.000000000000e+00
150,0.000000000000e+00
151,-1.514194325480e-11
152,0.000000000000e+00
153,0.000000000000e+00
154,0.000000000000e+00
155,0.000000000000e+00
156,0.000000000000e+00
157,-1.083028111637e-11
158,0.000000000000e+00
159,0.000000000000e+00
160,0.000000000000e+00
161,3.637978807092e-12
162,0.000000000000e+00
163,9.576017756530e-11
164,0.000000000000e+00
165,0.000000000000e+00
166,0.000000000000e+00
167,1.818989403546e-12
168,0.000000000000e+00
169,-2.525873954440e-11
170,0.000000000000e+00
171,0.000000000000e+00
172,0.000000000000e+00
173,5.456968210638e-12
174,0.000000000000e+00
175,1.592901921477e-10
176,0.000000000000e+00
177,0.000000000000e+00
178,0.000000000000e+00
179,5.456968210638e-12
180,0.000000000000e+00
181,-1.521491821421e-10
182,0.000000000000e+00
183,0.000000000000e+00
184,0.000000000000e+00
185,1.818989403546e-12
186,0.000000000000e+00
187,7.274186808459e-11
188,0.000000000000e+00
