max_stress,min_stress,mean_stress,max_strain,min_strain,mean_strain,max_nodal_stress,min_nodal_stress,max_nodal_strain,min_nodal_strain
9.284265e+03,0.000000e+00,4.832205e+02,1.045479e-03,0.000000e+00,8.144711e-05,1.188898e+04,0.000000e+00,1.045479e-03,0.000000e+00
