sigma1,sigma2,sigma3
0.000000000000e+00,0.000000000000e+00,-3.007173523206e+01
0.000000000000e+00,0.000000000000e+00,-2.910149117044e+01
0.000000000000e+00,0.000000000000e+00,-2.813124711013e+01
