sigma1,sigma2,sigma3
2.491099119154e+04,-6.250000000001e+02,-2.491099119154e+04
5.000000000001e+02,-5.000000000001e+02,-6.250000000001e+02
2.391099119154e+04,-6.250000000001e+02,-2.391099119154e+04
