sigma1,sigma2,sigma3
3.467538766815e+04,-8.750000000001e+02,-3.467538766815e+04
5.000000000001e+02,-5.000000000001e+02,-8.750000000001e+02
3.367538766815e+04,-8.750000000001e+02,-3.367538766815e+04
