total_dof,max_abs_U_global,norm_U_global,max_abs_R_global,norm_R_global,max_abs_R_residual,norm_R_residual,n_elements
774,1.317894e-03,1.101641e-02,5.000020e+02,6.009269e+02,5.000020e+02,6.009269e+02,128
