sigma1,sigma2,sigma3
9.284264657455e+03,-4.583536783854e+02,-9.284264657455e+03
3.331705729166e+02,-3.331705729166e+02,-4.583536783854e+02
8.617923511621e+03,-4.583536783854e+02,-8.617923511621e+03
