sigma1,sigma2,sigma3
1.227143386906e-09,-2.334822861091e-10,-1.227143386906e-09
1.073750463543e-09,-2.334822861091e-10,-1.073750463543e-09
7.669646168162e-10,-2.334822861091e-10,-7.669646168162e-10
