sigma1,sigma2,sigma3
1.415412169683e+03,-9.375000000001e+01,-1.415412169683e+03
4.999999999996e+02,-9.375000000001e+01,-4.999999999996e+02
4.154121696827e+02,-9.375000000001e+01,-4.154121696827e+02
