sigma1,sigma2,sigma3
0.000000000000e+00,0.000000000000e+00,-1.945060844453e+02
0.000000000000e+00,0.000000000000e+00,-1.909084476976e+02
0.000000000000e+00,0.000000000000e+00,-1.873108109497e+02
