sigma1,sigma2,sigma3
1.128076002781e+03,-5.231440067377e+02,-1.128076002781e+03
4.895528157621e+02,-4.895528157621e+02,-5.231440067377e+02
1.489703712568e+02,-1.489703712568e+02,-5.231440067377e+02
