sigma1,sigma2,sigma3
2.836795915325e+02,-5.560564994888e+01,-2.836795915325e+02
2.158101399785e+02,-5.560564994888e+01,-2.158101399785e+02
1.479406884220e+02,-5.560564994888e+01,-1.479406884220e+02
