sigma1,sigma2,sigma3
0.000000000000e+00,0.000000000000e+00,-7.605286192480e-13
0.000000000000e+00,0.000000000000e+00,-6.892290611935e-13
0.000000000000e+00,0.000000000000e+00,-5.703964644360e-13
