sigma1,sigma2,sigma3
4.251717373677e+03,-1.953125000000e+02,-4.251717373677e+03
4.374999999999e+02,-1.953125000000e+02,-4.374999999999e+02
3.376717373677e+03,-1.953125000000e+02,-3.376717373677e+03
